rank,title,author,avg_rating,num_ratings,cover_img_url,goodreads_url,source
236,Less Than Zero,Bret Easton Ellis,3.62,104103,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1750083768i/9915._SY75_.jpg,https://www.goodreads.com/book/show/9915.Less_Than_Zero,GoodReads
237,Galveston,Nic Pizzolatto,3.82,19993,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1593570705i/7203669._SY75_.jpg,https://www.goodreads.com/book/show/7203669-galveston,GoodReads
238,"Blood Promise (Vampire Academy, #4)",Richelle Mead,4.3,328715,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442530605i/5996153._SY75_.jpg,https://www.goodreads.com/book/show/5996153-blood-promise,GoodReads
239,High-Rise,J.G. Ballard,3.64,42702,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358752559i/12331767._SY75_.jpg,https://www.goodreads.com/book/show/12331767-high-rise,GoodReads
240,"My Sister, the Serial Killer",Oyinkan Braithwaite,3.63,367316,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523366732i/38819868._SY75_.jpg,https://www.goodreads.com/book/show/38819868-my-sister-the-serial-killer,GoodReads
241,The Winter of Frankie Machine,Don Winslow,4.19,16863,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442888492i/164760._SX50_.jpg,https://www.goodreads.com/book/show/164760.The_Winter_of_Frankie_Machine,GoodReads
242,The Joy Luck Club,Amy Tan,3.97,714874,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1304978653i/7763._SY75_.jpg,https://www.goodreads.com/book/show/7763.The_Joy_Luck_Club,GoodReads
243,Alice in Wonderland,Jane Carruth,4.03,397521,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391458382i/13023._SX50_.jpg,https://www.goodreads.com/book/show/13023.Alice_in_Wonderland,GoodReads
244,"L.A. Confidential (L.A. Quartet, #3)",James Ellroy,4.19,40573,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348575361i/57727._SY75_.jpg,https://www.goodreads.com/book/show/57727.L_A_Confidential,GoodReads
245,"Oh, the Places You’ll Go!",Dr. Seuss,4.37,447736,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630510695l/191139._SX50_SY75_.jpg,https://www.goodreads.com/book/show/191139.Oh_the_Places_You_ll_Go_,GoodReads
246,The Neverending Story,Michael Ende,4.18,224787,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554230952i/27712._SY75_.jpg,https://www.goodreads.com/book/show/27712.The_Neverending_Story,GoodReads
247,Audition,Ryū Murakami,3.6,23174,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356462391i/3392668._SY75_.jpg,https://www.goodreads.com/book/show/3392668-audition,GoodReads
248,"The Good Earth (House of Earth, #1)",Pearl S. Buck,4.01,263054,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312497600i/1078._SY75_.jpg,https://www.goodreads.com/book/show/1078.The_Good_Earth,GoodReads
249,"Hidden Bodies (You, #2)",Caroline Kepnes,3.76,96029,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550176155i/29430824._SY75_.jpg,https://www.goodreads.com/book/show/29430824-hidden-bodies,GoodReads
250,The Phantom Tollbooth,Norton Juster,4.2,310667,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558858485i/378._SX50_.jpg,https://www.goodreads.com/book/show/378.The_Phantom_Tollbooth,GoodReads
251,The Tesseract,Alex Garland,3.57,11178,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389670983i/243257._SY75_.jpg,https://www.goodreads.com/book/show/243257.The_Tesseract,GoodReads
252,"The Talented Mr. Ripley (Ripley, #1)",Patricia Highsmith,3.96,123780,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1746213953i/2247142._SX50_.jpg,https://www.goodreads.com/book/show/2247142.The_Talented_Mr_Ripley,GoodReads
253,American Tabloid (Underworld USA #1),James Ellroy,4.19,24499,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403181563i/36064._SY75_.jpg,https://www.goodreads.com/book/show/36064.American_Tabloid,GoodReads
254,Madame Bovary,Gustave Flaubert,3.71,383128,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1741368185i/2175._SY75_.jpg,https://www.goodreads.com/book/show/2175.Madame_Bovary,GoodReads
255,City of God,Paulo Lins,4.07,6260,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328856919i/165662._SY75_.jpg,https://www.goodreads.com/book/show/165662.City_of_God,GoodReads
256,Kill Your Friends,John Niven,3.88,14921,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332136711i/2848807._SY75_.jpg,https://www.goodreads.com/book/show/2848807-kill-your-friends,GoodReads
257,Notes on an Execution,Danya Kukafka,4.03,155989,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631888297i/57773248._SY75_.jpg,https://www.goodreads.com/book/show/57773248-notes-on-an-execution,GoodReads
258,Clockers,Richard Price,4.11,13362,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170298592i/45794._SX50_.jpg,https://www.goodreads.com/book/show/45794.Clockers,GoodReads
259,Treasure Island,Robert Louis Stevenson,3.85,548956,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485248909i/295._SX50_.jpg,https://www.goodreads.com/book/show/295.Treasure_Island,GoodReads
260,Oliver Twist,Charles Dickens,3.88,433550,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327868529i/18254._SY75_.jpg,https://www.goodreads.com/book/show/18254.Oliver_Twist,GoodReads
261,Tokyo: The Devil of Nanking,Mo Hayder,3.99,16437,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1237528797i/6347010._SX50_.jpg,https://www.goodreads.com/book/show/6347010-tokyo,GoodReads
262,Savages (Savages #2),Don Winslow,3.91,24666,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368577399i/8008928._SY75_.jpg,https://www.goodreads.com/book/show/8008928-savages,GoodReads
263,Layer Cake,J.J. Connolly,4.11,5837,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442637049i/29421._SY75_.jpg,https://www.goodreads.com/book/show/29421.Layer_Cake,GoodReads
264,"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley,4.13,214193,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529610467i/40605251._SX50_.jpg,https://www.goodreads.com/book/show/40605251-the-mists-of-avalon,GoodReads
265,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,4.55,858771,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1571318786i/62291._SY75_.jpg,https://www.goodreads.com/book/show/62291.A_Storm_of_Swords,GoodReads
266,Angels Fall,Nora Roberts,4.07,57425,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442931263i/26050._SY75_.jpg,https://www.goodreads.com/book/show/26050.Angels_Fall,GoodReads
267,Libra,Don DeLillo,4.07,24732,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327935630i/400._SY75_.jpg,https://www.goodreads.com/book/show/400.Libra,GoodReads
268,Last Exit to Brooklyn,Hubert Selby Jr.,3.95,33344,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362815242i/50275._SX50_.jpg,https://www.goodreads.com/book/show/50275.Last_Exit_to_Brooklyn,GoodReads
269,The Quiet Tenant,Clémence Michallon,3.81,153846,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1684817278i/61897971._SY75_.jpg,https://www.goodreads.com/book/show/61897971-the-quiet-tenant,GoodReads
270,The Boy in the Striped Pajamas,John Boyne,4.16,988942,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366228171i/39999._SY75_.jpg,https://www.goodreads.com/book/show/39999.The_Boy_in_the_Striped_Pajamas,GoodReads
271,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,4.14,1081200,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529604411i/40604658._SY75_.jpg,https://www.goodreads.com/book/show/40604658-jurassic-park,GoodReads
272,Penance,Eliza  Clark,3.86,52022,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1682653172i/62898932._SY75_.jpg,https://www.goodreads.com/book/show/62898932-penance,GoodReads
272,"We Need to Talk About Kevin by Shriver, Lionel. (Harper Perennial,2006) [Paperback]",Lionel Shriver,4.08,219384,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1696950991i/130739876._SX50_.jpg,https://www.goodreads.com/book/show/130739876-we-need-to-talk-about-kevin-by-shriver-lionel-harper-perennial-2006,GoodReads
274,"The Black Dahlia Ellroy, James ( Author ) Aug-01-2006 Paperback",James Ellroy,3.79,100033,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1699894347i/128765450._SX50_.jpg,https://www.goodreads.com/book/show/128765450-the-black-dahlia-ellroy-james-author-aug-01-2006-paperback,GoodReads
275,Ulysses,James Joyce,3.76,140090,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1756682514i/338798._SY75_.jpg,https://www.goodreads.com/book/show/338798.Ulysses,GoodReads
276,Winter's Bone,Daniel Woodrell,3.88,43265,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387668411i/112525._SY75_.jpg,https://www.goodreads.com/book/show/112525.Winter_s_Bone,GoodReads
277,Jonathan Livingston Seagull,Richard Bach,3.86,276598,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432222358i/71728._SX50_.jpg,https://www.goodreads.com/book/show/71728.Jonathan_Livingston_Seagull,GoodReads
278,A Simple Plan,Scott        Smith,3.93,37658,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388264590i/21727._SY75_.jpg,https://www.goodreads.com/book/show/21727.A_Simple_Plan,GoodReads
279,"[No Country for Old Men] (By: Cormac McCarthy) [published: December, 2007]",Cormac McCarthy,4.17,260141,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1699773012i/131313317._SY75_.jpg,https://www.goodreads.com/book/show/131313317-no-country-for-old-men-by,GoodReads
280,Beloved,Toni Morrison,3.99,503338,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1722944318i/6149._SY75_.jpg,https://www.goodreads.com/book/show/6149.Beloved,GoodReads
281,Trainspotting,Irvine Welsh,4.12,183624,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375258001i/23955._SY75_.jpg,https://www.goodreads.com/book/show/23955.Trainspotting,GoodReads
282,"Fifty Shades of Grey (Fifty Shades, #1)",E.L. James,3.67,2900879,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385207843i/10818853._SX50_.jpg,https://www.goodreads.com/book/show/10818853-fifty-shades-of-grey,GoodReads
283,Crash,J.G. Ballard,3.64,33403,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1281416649i/70241._SY75_.jpg,https://www.goodreads.com/book/show/70241.Crash,GoodReads
284,The Beach,Alex Garland,,102727,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348547768i/607639._SY75_.jpg,https://www.goodreads.com/book/show/607639.The_Beach,GoodReads
285,"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,4.29,956923,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201003i/7736182._SY75_.jpg,https://www.goodreads.com/book/show/7736182-the-lost-hero,GoodReads
286,"The Clan of the Cave Bear (Earth's Children, #1)",Jean M. Auel,4.11,285809,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1760432374i/40611463._SY75_.jpg,https://www.goodreads.com/book/show/40611463-the-clan-of-the-cave-bear,GoodReads
287,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,4.12,1025315,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507557775i/36381037._SY75_.jpg,https://www.goodreads.com/book/show/36381037-cinder,GoodReads
288,"In Cold Blood by Truman Capote [Random,2002]",Truman Capote,4.09,744688,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1699706922i/143416043._SX50_.jpg,https://www.goodreads.com/book/show/143416043-in-cold-blood-by-truman-capote-random-2002,GoodReads
289,A Little Princess,Frances Hodgson Burnett,4.23,333339,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327868556i/3008._SY75_.jpg,https://www.goodreads.com/book/show/3008.A_Little_Princess,GoodReads
290,A Farewell to Arms,Ernest Hemingway,3.82,361414,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313714836i/10799._SY75_.jpg,https://www.goodreads.com/book/show/10799.A_Farewell_to_Arms,GoodReads
291,David Copperfield,Charles Dickens,4.05,263329,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461452762i/58696._SY75_.jpg,https://www.goodreads.com/book/show/58696.David_Copperfield,GoodReads
292,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,4.12,3807404,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722918i/7260188._SY75_.jpg,https://www.goodreads.com/book/show/7260188-mockingjay,GoodReads
293,The Canterbury Tales,Geoffrey Chaucer,3.53,240212,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1261208589i/2696._SY75_.jpg,https://www.goodreads.com/book/show/2696.The_Canterbury_Tales,GoodReads
294,Thirteen Reasons Why,Jay Asher,3.84,1031940,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555345043i/29844228._SY75_.jpg,https://www.goodreads.com/book/show/29844228-thirteen-reasons-why,GoodReads
295,The World According to Garp,John Irving,4.11,241050,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1447234581i/7069._SY75_.jpg,https://www.goodreads.com/book/show/7069.The_World_According_to_Garp,GoodReads
296,The Iliad / The Odyssey,Homer,4.07,85200,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388181863i/1375._SX50_.jpg,https://www.goodreads.com/book/show/1375.The_Iliad_The_Odyssey,GoodReads
297,The Silmarillion,J.R.R. Tolkien,4.04,343553,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1610045590i/7332._SX50_.jpg,https://www.goodreads.com/book/show/7332.The_Silmarillion,GoodReads
298,"Howl's Moving Castle (Howl's Moving Castle, #1)",Diana Wynne Jones,4.28,461403,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630502935i/6294._SX50_.jpg,https://www.goodreads.com/book/show/6294.Howl_s_Moving_Castle,GoodReads
299,His Dark Materials (His Dark Materials #1-3),Philip Pullman,4.29,169517,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442329494i/18116._SY75_.jpg,https://www.goodreads.com/book/show/18116.His_Dark_Materials,GoodReads
300,The Trial,Franz Kafka,3.94,409911,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320399438i/17690._SY75_.jpg,https://www.goodreads.com/book/show/17690.The_Trial,GoodReads
301,The Velveteen Rabbit,Margery Williams Bianco,4.31,275544,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347748913i/144974._SX50_.jpg,https://www.goodreads.com/book/show/144974.The_Velveteen_Rabbit,GoodReads
302,Schindler’s List,Thomas Keneally,4.34,166802,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1722260788i/375013._SY75_.jpg,https://www.goodreads.com/book/show/375013.Schindler_s_List,GoodReads
303,"Shōgun (Asian Saga, #1)",James Clavell,4.41,217363,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1704385704i/52382796._SY75_.jpg,https://www.goodreads.com/book/show/52382796-sh-gun,GoodReads
304,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",Gregory Maguire,3.5,692802,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437733293i/37442._SY75_.jpg,https://www.goodreads.com/book/show/37442.Wicked,GoodReads
305,"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,4.42,591046,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477747i/10025305._SY75_.jpg,https://www.goodreads.com/book/show/10025305-clockwork-prince,GoodReads
306,Man's Search for Meaning,Viktor E. Frankl,4.37,911948,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535419394i/4069._SY75_.jpg,https://www.goodreads.com/book/show/4069.Man_s_Search_for_Meaning,GoodReads
307,Extremely Loud & Incredibly Close,Jonathan Safran Foer,3.97,438035,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327879967i/4588._SY75_.jpg,https://www.goodreads.com/book/show/4588.Extremely_Loud_Incredibly_Close,GoodReads
308,"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas  Harris,4.26,595411,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1647930822i/23807._SY75_.jpg,https://www.goodreads.com/book/show/23807.The_Silence_of_the_Lambs,GoodReads
309,The Green Mile,Stephen  King,4.49,371990,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373903563i/11566._SY75_.jpg,https://www.goodreads.com/book/show/11566.The_Green_Mile,GoodReads
310,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,4.56,790603,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456172607i/22299763._SY75_.jpg,https://www.goodreads.com/book/show/22299763-crooked-kingdom,GoodReads
311,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",Philippa Gregory,4.09,516964,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355932638i/37470._SY75_.jpg,https://www.goodreads.com/book/show/37470.The_Other_Boleyn_Girl,GoodReads
312,"The Lord of the Rings (The Lord of the Rings, #1-3)",J.R.R. Tolkien,4.54,741634,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1566425108i/33._SX50_.jpg,https://www.goodreads.com/book/show/33.The_Lord_of_the_Rings,GoodReads
313,The Sun Also Rises,Ernest Hemingway,3.79,503250,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509802323i/3876._SY75_.jpg,https://www.goodreads.com/book/show/3876.The_Sun_Also_Rises,GoodReads
314,"Fallen (Fallen, #1)",Lauren Kate,3.72,622245,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440619649i/6487308._SY75_.jpg,https://www.goodreads.com/book/show/6487308-fallen,GoodReads
315,"Last Sacrifice (Vampire Academy, #6)",Richelle Mead,4.36,301170,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319850978i/6527740._SX50_.jpg,https://www.goodreads.com/book/show/6527740-last-sacrifice,GoodReads
316,A Confederacy of Dunces,John Kennedy Toole,3.89,303652,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562554946i/310612._SY75_.jpg,https://www.goodreads.com/book/show/310612.A_Confederacy_of_Dunces,GoodReads
317,Misery,Stephen  King,4.22,840340,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1746142586i/10614._SY75_.jpg,https://www.goodreads.com/book/show/10614.Misery,GoodReads
318,"The Screwtape Letters (Screwtape, #1)",C.S. Lewis,4.27,538834,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1760782828i/8130077._SY75_.jpg,https://www.goodreads.com/book/show/8130077-the-screwtape-letters,GoodReads
319,The Crucible,Arthur Miller,3.61,471651,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547467608i/17250._SX50_.jpg,https://www.goodreads.com/book/show/17250.The_Crucible,GoodReads
320,The Wind in the Willows,Kenneth Grahame,4.02,245024,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1731896433i/5659._SY75_.jpg,https://www.goodreads.com/book/show/5659.The_Wind_in_the_Willows,GoodReads
321,Cat’s Cradle,Kurt Vonnegut Jr.,4.15,443878,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327867150i/135479._SY75_.jpg,https://www.goodreads.com/book/show/135479.Cat_s_Cradle,GoodReads
322,The Secret Magdalene,Ki Longfellow,4.14,4783,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1175446011i/514811._SY75_.jpg,https://www.goodreads.com/book/show/514811.The_Secret_Magdalene,GoodReads
323,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,4.66,701762,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659905828i/7235533._SY75_.jpg,https://www.goodreads.com/book/show/7235533-the-way-of-kings,GoodReads
324,A Light in the Attic,Shel Silverstein,4.37,480496,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427169918i/30118._SX50_.jpg,https://www.goodreads.com/book/show/30118.A_Light_in_the_Attic,GoodReads
325,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,4.41,3203243,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298411339i/34._SX50_.jpg,https://www.goodreads.com/book/show/34.The_Fellowship_of_the_Ring,GoodReads
326,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,4.42,1037783,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567840212i/10572._SY75_.jpg,https://www.goodreads.com/book/show/10572.A_Clash_of_Kings,GoodReads
327,The Phantom of the Opera,Gaston Leroux,3.96,284143,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327867727i/480204._SY75_.jpg,https://www.goodreads.com/book/show/480204.The_Phantom_of_the_Opera,GoodReads
328,"Spirit Bound (Vampire Academy, #5)",Richelle Mead,4.32,309174,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1291168967i/6479259._SY75_.jpg,https://www.goodreads.com/book/show/6479259-spirit-bound,GoodReads
329,"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,4.07,646524,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369452302i/6752378._SY75_.jpg,https://www.goodreads.com/book/show/6752378-city-of-fallen-angels,GoodReads
330,Blindness,José Saramago,4.18,349376,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528481068i/40495148._SY75_.jpg,https://www.goodreads.com/book/show/40495148-blindness,GoodReads
331,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Corrie ten Boom,4.48,363250,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320418824i/561909._SY75_.jpg,https://www.goodreads.com/book/show/561909.The_Hiding_Place,GoodReads
332,The God of Small Things,Arundhati Roy,3.96,333995,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1767305433i/9777._SY75_.jpg,https://www.goodreads.com/book/show/9777.The_God_of_Small_Things,GoodReads
333,The Chain Between Worlds (The Lost Artefacts #1),Johnathon Nicolaou,4.38,1293,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1643771474i/60288648._SX50_.jpg,https://www.goodreads.com/book/show/60288648-the-chain-between-worlds,GoodReads
334,The House of the Spirits,Isabel Allende,4.3,333919,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621672028i/9328._SY75_.jpg,https://www.goodreads.com/book/show/9328.The_House_of_the_Spirits,GoodReads
335,"Ella Enchanted (Ella Enchanted, #1)",Gail Carson Levine,4.02,425892,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410727190i/24337._SY75_.jpg,https://www.goodreads.com/book/show/24337.Ella_Enchanted,GoodReads
336,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,,1807943,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574535986i/26032825._SY75_.jpg,https://www.goodreads.com/book/show/26032825-the-cruel-prince,GoodReads
337,Paper Towns,John  Green,3.7,1507634,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349013610i/6442769._SX50_.jpg,https://www.goodreads.com/book/show/6442769-paper-towns,GoodReads
338,Girl with a Pearl Earring,Tracy Chevalier,3.93,788954,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327197580i/2865._SY75_.jpg,https://www.goodreads.com/book/show/2865.Girl_with_a_Pearl_Earring,GoodReads
339,Norwegian Wood,Haruki Murakami,3.98,752410,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1713542603i/11297._SY75_.jpg,https://www.goodreads.com/book/show/11297.Norwegian_Wood,GoodReads
340,The Wind-Up Bird Chronicle,Haruki Murakami,4.14,320616,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327872639i/11275._SY75_.jpg,https://www.goodreads.com/book/show/11275.The_Wind_Up_Bird_Chronicle,GoodReads
341,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,4.19,822674,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529026760i/39832183._SY75_.jpg,https://www.goodreads.com/book/show/39832183-the-guernsey-literary-and-potato-peel-pie-society,GoodReads
342,Marley and Me: Life and Love With the World’s Worst Dog,John Grogan,4.14,478138,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308858322i/12691._SY75_.jpg,https://www.goodreads.com/book/show/12691.Marley_and_Me,GoodReads
343,"Uglies (Uglies, #1)",Scott Westerfeld,3.84,712679,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1654202671i/24770._SX50_.jpg,https://www.goodreads.com/book/show/24770.Uglies,GoodReads
344,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,3.84,1273057,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310649047i/10429045._SY75_.jpg,https://www.goodreads.com/book/show/10429045-shatter-me,GoodReads
345,East of Eden,John Steinbeck,4.45,675921,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1639969375i/4406._SY75_.jpg,https://www.goodreads.com/book/show/4406.East_of_Eden,GoodReads
346,Speak,Laurie Halse Anderson,4.05,638333,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529044298i/39280444._SY75_.jpg,https://www.goodreads.com/book/show/39280444-speak,GoodReads
347,She’s Come Undone,Wally Lamb,3.92,367768,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1543505339i/5203._SX50_.jpg,https://www.goodreads.com/book/show/5203.She_s_Come_Undone,GoodReads
348,The Things They Carried,Tim O'Brien,4.15,351703,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424663847i/133518._SY75_.jpg,https://www.goodreads.com/book/show/133518.The_Things_They_Carried,GoodReads
349,The Shack: Where Tragedy Confronts Eternity,William Paul Young,3.84,700456,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532013572i/40874325._SY75_.jpg,https://www.goodreads.com/book/show/40874325-the-shack,GoodReads
350,The Complete Calvin and Hobbes,Bill Watterson,4.81,42472,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1770915121i/24812._SX50_.jpg,https://www.goodreads.com/book/show/24812.The_Complete_Calvin_and_Hobbes,GoodReads
351,"Shiver (The Wolves of Mercy Falls, #1)",Maggie Stiefvater,3.76,498814,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409283154i/6068551._SX50_.jpg,https://www.goodreads.com/book/show/6068551-shiver,GoodReads
352,The Sound and the Fury,William Faulkner,3.86,199023,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1757102364i/10975._SY75_.jpg,https://www.goodreads.com/book/show/10975.The_Sound_and_the_Fury,GoodReads
353,Kafka on the Shore,Haruki Murakami,4.11,563004,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429638085i/4929._SY75_.jpg,https://www.goodreads.com/book/show/4929.Kafka_on_the_Shore,GoodReads
